ID	Text	Pronoun	Pronoun_offset	A	A-offset	A-coref	B	B-offset	B-coref	URL
development-265	[CLS] Su ##anna Wall ##um ##r * d has cooperate ##d with exceptional baroque harp ##ist G ##io ##vanna P ##ess ##i , who has previously made herself known with a variety of EC ##M recordings . P ##ess ##i ' s collaboration with pianist Christian Wall ##um ##r * d brought her regularly to Oslo , where she met and became friends with Susan ##na , the pianist ' s sister . Susan ##na invited P ##ess ##i to play on her solo album Sonata Mix D ##war ##f Co ##smos ( 2008 ) , and four years later , the Norwegian vocalist ' s turn to take guest role . [SEP]	her	82:83	Susan ##na	73:75	TRUE	P ##ess ##i	76:79	FALSE	http://en.wikipedia.org/wiki/dummy
development-266	[CLS] As early as the age of six , he began watching Steve Rick ##ard ' s NWA - affiliated promotion All Star Pro - Wrestling and its wrestling programme On the Mat . He became an avid fan of the show and was encouraged to begin drawing some of the wrestlers he saw such as Baron Von K ##rup ##p . After On the Mat was cancelled in 1984 , Con ##lan started reading Pro Wrestling Illustrated and began following professional wrestling in the United States . Though he enjoyed WWF Super ##stars of Wrestling when it debuted in New Zealand in 1987 , the country ' s first regular American wrestling show , Con ##lan favoured the National Wrestling Alliance , specifically Jim C ##rock ##ett Promotion ##s , partly due to being a fan of the NWA - friendly ` ` A ##pt ##er ma ##gs ' ' and found its wrestlers more interesting to draw . [SEP]	he	89:90	Con ##lan	115:117	TRUE	A ##pt ##er	144:147	FALSE	http://en.wikipedia.org/wiki/dummy
development-267	[CLS] In her mainly positive review of Hay ##th ##orn ##th ##wai ##te ' s paper ' Learning , Culture and Community in Online Education : Research and Practice ' , Nora Wright of the University of California found one problem with the paper , in that it appears less approach ##able to students and researchers than the content would suggest . [SEP]	her	2:3	Hay ##th ##orn ##th ##wai ##te '	7:14	FALSE	Nora Wright	31:33	TRUE	http://en.wikipedia.org/wiki/dummy
development-268	[CLS] Drum grows up to be a fighter and is often forced to bare - kn ##uckle - box other slaves for the entertainment of the owners , one of whom is a gay French ##man named Bernard De ##M ##ari ##gny ( Col ##ico ##s ) . De ##M ##ari ##gny wants to sleep with Drum , but his advances are rejected by the slave and De ##M ##ari ##gny vows revenge against Drum . Drum and his friend B ##lai ##se ( Ko ##tto ) are eventually sold to plantation owner Hammond Maxwell ( O ##ates ) and are both taken to his plantation to work . [SEP]	his	104:105	Hammond Maxwell	93:95	TRUE	O ##ates )	96:99	FALSE	http://en.wikipedia.org/wiki/dummy
development-269	[CLS] She was awarded 14 Honorary Doctor of Science degrees and an Honorary Doctor of Human ##e Letters . In 1986 she was inducted into the National Women ' s Hall of Fame . During her final years , M ##c ##C ##lint ##ock led a more public life , especially after Evelyn Fox Keller ' s 1983 book A feeling for the organism brought M ##c ##C ##lint ##ock ' s story to the public . She remained a regular presence in the Cold Spring Harbor community , and gave talks on mobile genetic elements and the history of genetics research for the benefit of junior scientists . [SEP]	She	77:78	Evelyn Fox Keller '	52:56	FALSE	M ##c ##C ##lint ##ock '	65:71	TRUE	http://en.wikipedia.org/wiki/dummy
development-270	[CLS] Crawford died , on 3 July 1875 , the three women ' ' - - Isabella , her mother , and her sister Emma , all who were left in the household - - ` ` became dependent on Isabella ' s literary earnings . ' ' After Emma died of tuberculosis , ` ` Isabella and her mother moved in 1876 to Toronto , which was the centre of the publishing world in Canada . ' ' [SEP]	her	58:59	Emma	49:50	FALSE	Isabella	56:57	TRUE	http://en.wikipedia.org/wiki/dummy
development-271	[CLS] Ultimately , P ##rata ##p was able to l ##iber ##ate all of Me ##war except the fort of Chi ##tto ##r . In the Battle of Hal ##di ##gh ##ati , despite exaggerated figures , it is estimated that Rana P ##rata ##p had 3000 horse ##men , some elephants and 400 B ##hil warriors under Rao Po ##on ##ja . A small artillery unit was also with him under Ha ##kim Khan Sur . [SEP]	him	70:71	Rana P ##rata ##p	41:45	TRUE	Rao Po ##on ##ja .	58:63	FALSE	http://en.wikipedia.org/wiki/dummy
development-272	[CLS] Rod Gilmore , the game ' s analyst , described Jackson ' s prospects for the 2014 NFL Draft as follows : ` ` Gabe Jackson will be playing on Sundays , guaranteed . The only question is how high he goes in the NFL Draft . ' ' Chris Low commented , ` ` The top guard in the SEC going into the season , the 6 - foot - 4 , 335 - pound Jackson is a true road - grade ##r . He combines size , power and strength and has been a fixture at left guard for the Bulldogs since his red ##shirt freshman season . ' ' [SEP]	He	86:87	Chris Low	50:52	FALSE	Jackson	77:78	TRUE	http://en.wikipedia.org/wiki/dummy
development-273	[CLS] They had two sons , Laurence and Rupert , both actors . In the BBC programme Who Do You Think You Are ? featuring son Rupert , broadcast in August 2010 , it was revealed that Thorne ' s father William had served with the Indian Medical Corps at the Battle of Monte Cass ##ino and that his preceding ancestors had a long - standing connection with the Indian Army . [SEP]	his	58:59	Rupert ,	26:28	FALSE	William	41:42	TRUE	http://en.wikipedia.org/wiki/dummy
development-274	[CLS] The first caution came out on lap 9 when Ari ##c Al ##mir ##ola got tapped from behind by David Ra ##gan and spun near the entrance to pit road , nearly collecting Travis K ##va ##pi ##l . The race restart ##ed on lap 11 , with Busch still leading ; Busch would remain there until lap 53 , when Dale E ##ar ##nh ##ardt , Jr . passed him for the lead . With the help of his Busch ( his former teammate ) , Tony Stewart passed E ##ar ##nh ##ardt , Jr . for the led while entering turn 4 . [SEP]	his	83:84	Tony Stewart	88:90	TRUE	E ##ar ##nh ##ardt ,	91:96	FALSE	http://en.wikipedia.org/wiki/dummy
development-275	[CLS] Homer follows one of the r ##ac ##coon ##s into the family ' s home under a tree s ##tum ##p and prepares to take them out , despite Bart warning him that he always loses fights with animals , as his battle with the earth ##worm ##s proved - - but Homer claims that that was phased withdrawal , but after seeing that their family is basically the r ##ac ##coon version of his family , Homer cannot bring himself to do it . During a wind ##y break , Lisa can ' t in ##hale any smoke . She realizes her only alternative is to actually smoke a cigarette , and picks one up . Right as she is about to smoke it , her father arrives and takes it away , by throwing it on the ground , sq ##ui ##shing it with his foot , and then shooting it with a gun several times , and he is shown to be putting the gun away into his jacket . ( which is also filled with other guns and weapons ) A ##ppa ##lled , he goes to tell Mar ##ge that Lisa needs to be taken out of the ballet academy , but discovers how proud she is of Lisa ; Homer is unable bear to destroy Mar ##ge ' s happiness . [SEP]	her	127:128	Mar ##ge	193:195	FALSE	Lisa	196:197	TRUE	http://en.wikipedia.org/wiki/dummy
development-276	[CLS] Right as she is about to smoke it , her father arrives and takes it away , by throwing it on the ground , sq ##ui ##shing it with his foot , and then shooting it with a gun several times , and he is shown to be putting the gun away into his jacket . ( which is also filled with other guns and weapons ) A ##ppa ##lled , he goes to tell Mar ##ge that Lisa needs to be taken out of the ballet academy , but discovers how proud she is of Lisa ; Homer is unable bear to destroy Mar ##ge ' s happiness . [SEP]	she	94:95	Mar ##ge	76:78	TRUE	Lisa	79:80	FALSE	http://en.wikipedia.org/wiki/dummy
development-277	[CLS] It originally aired on the Fox network in the United States on March 30 , 2008 , and was written by Billy Kim ##ball ( the only sole writing credit he has received for the show to date ) , and directed by Lance Kramer . Lisa becomes a ball ##erina at an academy and discovers her natural talent is enhanced by second hand cigarette smoke . Meanwhile , Homer shows Bart his secret room where he has secretly been making beef jerk ##y and is torn when a family of r ##ac ##coon ##s steal it . [SEP]	his	73:74	Homer	70:71	TRUE	Bart	72:73	FALSE	http://en.wikipedia.org/wiki/dummy
development-278	[CLS] The four - second fall from the Golden Gate Bridge sends a person p ##lung ##ing 245 feet ( 75 m ) at 75 miles per hour ( 121 km / h ) to hit the waters of the San Francisco Bay ` ` with the force of a speeding truck meeting a concrete building . ' ' Jump ##ing off the bridge holds a 98 percent fatal ##ity rate ; some die instantly from internal injuries , while others drown or die of h ##y ##pot ##her ##mia . In his article for The New Yorker , Tad Friend wrote , ` ` Survivor ##s often regret their decision in mid ##air , if not before , ' ' supported by survivor Ken Baldwin explaining , ` ` I instantly realized that everything in my life that I ' d thought was un ##fi ##xa ##ble was totally fix ##able - - except for having just jumped . ' ' [SEP]	his	92:93	Tad Friend	99:101	TRUE	Ken Baldwin	124:126	FALSE	http://en.wikipedia.org/wiki/dummy
development-279	[CLS] At age 17 , R ##ink ##er moved to Seattle and worked as a sheet music demons ##tra ##tor at W ##ool ##worth ' s . She married and divorced Ted Bailey , keeping his last name because she thought it sounded more ` ` American ' ' than R ##ink ##er , which was of Swiss ( German ) origin . With the help of her second husband Benny Stafford , Bailey became an established blues and jazz singer on the west coast of the United States . [SEP]	her	67:68	R ##ink ##er ,	50:54	FALSE	Bailey	73:74	TRUE	http://en.wikipedia.org/wiki/dummy
development-280	[CLS] When Gao received this news , he became even more respect ##ful of Liang . In the aftermath ##s of Emperor Zhu ##ang ##zong ' s death , Emperor Zhu ##ang ##zong ' s adopt ##ive brother Li Si ##yuan claimed imperial title ( as Emperor Ming ##zong ) . Meanwhile , Gao Ji ##xing prepared his fleet and wanted to attack Chu . His official Sun G ##uang ##xia ##n , whom Liang Z ##hen had recommended to him to be his s ##cribe , pointed out that Jing ##nan had barely recovered from the wars , and if it were engaged in a war with Chu , other states might take advantage and attack Jing ##nan . [SEP]	His	65:66	Chu .	63:65	FALSE	Sun G ##uang ##xia ##n ,	67:73	FALSE	http://en.wikipedia.org/wiki/dummy
development-281	[CLS] Born in G ##raz and like all of her siblings , Eleanor suffered of the famous Habsburg inferior lip . She was regarded as intelligent but mood ##y , mainly for her f ##rail health after suffered from small ##pox in her childhood . Together with her sisters Gregor ##ia Maximilian ##a and Margaret , Eleanor was a prospective bride for the future King Philip III of Spain . [SEP]	her	47:48	Gregor ##ia Maximilian ##a	49:53	FALSE	Eleanor	56:57	TRUE	http://en.wikipedia.org/wiki/dummy
development-282	[CLS] With the game deep into stop ##page time and seemingly destined for extra time ( the aggregate score was 2 - - 2 ) , Di ##arra received the ball in the England penalty area . A challenge from Ki ##eran Richardson saw Di ##arra go down , and a penalty was given . His French teammate Jimmy Brian ##d scored the penalty past Scott Carson and France qualified . [SEP]	His	55:56	Ki ##eran Richardson	40:43	FALSE	Di ##arra	44:46	TRUE	http://en.wikipedia.org/wiki/dummy
development-283	[CLS] B ##isse ##tt received a bye past the first round on 7 August , while Hall defeated William Walt ##her of Germany on a points decision . The second round took place on the following day , with both Rhodesia ##ns competing . Hall was knocked out of the tournament by Ki ##nta ##ro Us ##uda of Japan , while B ##isse ##tt progressed following a victory in his first bout of the games against Carlos Or ##ella ##na of Mexico . [SEP]	his	69:70	Hall	44:45	FALSE	B ##isse ##tt	61:64	TRUE	http://en.wikipedia.org/wiki/dummy
development-284	[CLS] Michael Moor ##cock , E . C . Tu ##bb , Brian St ##able ##ford , Barr ##ington Bay ##ley , Michael Con ##ey - - a new American audience . He published translations of international s ##f as well as ant ##hol ##ogies of translated stories , Best From the Rest of the World . With the help of Arthur W . Sa ##ha , W ##oll ##heim also edited and published the popular ` ` Annual World ' s Best Science Fiction ' ' anthology from 1971 until his death in 1990 . [SEP]	his	91:92	Arthur W . Sa ##ha ,	61:67	FALSE	W ##oll ##heim	67:70	TRUE	http://en.wikipedia.org/wiki/dummy
development-285	[CLS] His best result was winning U . S . A . F1 ##1 at Harbour Island , Florida without dropping a set , where he beat un ##see ##ded Bar ##bad ##ian Hay ##dn Lewis in the final , 6 - 2 , 7 - 6 . This result , securing him 17 ATP points , saw his ranking so ##ar by exactly 100 places . In doubles , Best ##er and com ##pa ##tri ##ot V ##ase ##k Po ##sp ##isi ##l reached the quarter - finals of U . S . A . F ##5 . The following week he and another Canadian , Ka ##mi ##l Pa ##jk ##owski , also reached the quarters , this time of Canada F1 . [SEP]	he	102:103	Best ##er	70:72	TRUE	V ##ase ##k Po ##sp ##isi ##l	77:84	FALSE	http://en.wikipedia.org/wiki/dummy
development-286	[CLS] The first building in Rich ##wood was a one - room log cabin on the north side of Ottawa Street occupied by Dr . John P . Brook ##ins and his family . Dr . Brook ##ins was a friend of Philip ' s from Mt . Vernon and had been looking for a place to practice his medicine . [SEP]	his	58:59	Brook ##ins	36:38	TRUE	Philip '	42:44	FALSE	http://en.wikipedia.org/wiki/dummy
development-287	[CLS] The Miller family of the first three seasons was dropped from the plot and a young couple , the Martins , brought in to buy the Miller farm and adopt the Miller foster child , Tim ##my . Uncle Pet ##rie is Paul Martin ' s uncle and debut ##s in the fourth season episode ` ` The Ring ' ' . There , he joins the family on the farm when Ruth Martin summon ##s him from Mill ##vale , Pennsylvania to help with the work . [SEP]	he	65:66	Uncle Pet ##rie	39:42	TRUE	Paul Martin '	43:46	FALSE	http://en.wikipedia.org/wiki/dummy
development-288	[CLS] Her struggles at Old ##fields greatly prepared Good ##ale for her future education , career , and especially mentor ##ship that she would face later on in life . Good ##ale was able to get through her years at Old ##fields with the help of her teacher Miss Anderson who acted as Good ##ale ' s mentor during her time in school . [SEP]	her	59:60	Miss Anderson	48:50	FALSE	Good ##ale '	53:56	TRUE	http://en.wikipedia.org/wiki/dummy
development-289	[CLS] Ku ##dr ##ya ##v ##ste ##va returned to competition at the 2014 Co ##rb ##eil - E ##sson ##nes World Cup where she won the all - around silver behind Ma ##mu ##n , she qualified to 3 event finals : she won gold in ribbon and silver medals in clubs , ho ##op . Ku ##dr ##ya ##v ##ts ##eva won another all - around silver medal behind Ma ##mu ##n at the 2014 Ta ##sh ##ken ##t World Cup with an overall score of 74 . 250 points . In event finals , she won 2 gold medals ( ball , ho ##op ) , finished 6th in clubs and 7th in ribbon . [SEP]	she	96:97	Ku ##dr ##ya ##v ##ts ##eva	56:62	TRUE	Ma ##mu ##n	70:73	FALSE	http://en.wikipedia.org/wiki/dummy
development-290	[CLS] The Lloyd expedition in 1844 found several giant to ##rt ##oise ##s surviving on Round island , and one of the explorers , Mr Co ##rby , ` ` captured a female land to ##rt ##oise in one of the caves on Round Island and brought it to Mauritius , where it produced numerous pro ##geny , which distributed among his acquaintance . ' ' [SEP]	his	61:62	Lloyd	2:3	FALSE	Co ##rby ,	25:28	TRUE	http://en.wikipedia.org/wiki/dummy
development-291	[CLS] L ##lew ##elly ##n failed to take a wicket in this first Test and was promptly omitted from the remainder of the series but responded by performing impressive ##ly in the 1897 - - 98 and 1898 - - 99 Currie Cups , which led to his recall to the national team for the first Test of the 1898 - - 99 series against England . L ##lew ##elly ##n impressed by taking five wickets but was surprisingly left out of the second Test . At the end of the 1898 - - 99 series L ##lew ##elly ##n , per ##tur ##bed by the actions of the select ##ors and seeking financial security , left South Africa to play for English county side Hampshire County Cricket Club as a professional , on the recommendation of South African team - mate Major Robert Poor ##e , an ex - Hampshire cricketer on military assignment . He would star for Hampshire for over a decade , scoring 87 ##7 ##2 runs at 27 . 58 and s ##nar ##ing 71 ##1 wickets at 24 . 66 . [SEP]	He	156:157	L ##lew ##elly ##n ,	96:101	FALSE	Robert Poor ##e ,	143:147	TRUE	http://en.wikipedia.org/wiki/dummy
development-292	[CLS] A woman comes to Mel ' s shop to sell antique ##s from a house she ' s moving from after the death of her daughter ( from an illness ) . Melinda very quickly discovers that the house is haunted by violent spirits after Ned gets hurt there - which doesn ' t go down well with Del ##ia - and she realizes that the ghost of the little girl ( Cassidy ) is being trapped there . [SEP]	she	63:64	Melinda	33:34	TRUE	Del ##ia -	59:62	FALSE	http://en.wikipedia.org/wiki/dummy
development-293	[CLS] Much contemporary poetry fits into one of the many aesthetic categories that lie between the polar opposite ##s of the radical ##ly ` ` experimental ' ' poem and the ` ` traditional , ' ' often formal , poem . Dorothy Barr ##esi ' s work , however , is singular in its resistance , better yet , rejection , of current poetic camps . Part Sylvia P ##lat ##h , part John Don ##ne , Barr ##esi handles both surprise and expectation with def ##t ##ness , displaying uncommon verbal ing ##en ##uity and intelligence of investigation . Her third book , Rouge P ##ulp , spins poems of startling meta ##physical image shot through with slang and pop culture . [SEP]	Her	101:102	Sylvia P ##lat ##h ,	68:73	FALSE	Barr ##esi	78:80	TRUE	http://en.wikipedia.org/wiki/dummy
development-294	[CLS] On May 23 , 2009 , O ' Neal defeated the debut ##ing Jay ##me Jameson after Kris ##sy V ##aine switched with her to become the first NWA Charlotte Women ' s Champion . She would turn out to be the the title ' s only holder due to NWA Charlotte folding in late 2009 . O ' Neal debuted for Women Super ##stars Un ##cens ##ored ( W ##SU ) on August 22 , 2009 in a victorious effort against Annie Social . Later in the night she got another victory over ` ` The De ##fin ##ition of Tech ##nic ##ian ' ' Cindy Rogers . [SEP]	she	90:91	O ' Neal	58:61	TRUE	Annie Social .	83:86	FALSE	http://en.wikipedia.org/wiki/dummy
development-295	[CLS] Because Dante scholars have failed to recognize this systematic all ##ego ##rical function of Dante ' s epic , Se ##ung maintains , they have reduced it to a grand Human Comedy , in which the mass of humanity Dante encounters in his journey can hardly leave any room for the presence of God . By his t ##rini ##tarian reading , Se ##ung secure ##ly install ##s the Holy Trinity as the epic hero of Dante poem . [SEP]	his	57:58	God .	54:56	FALSE	Se ##ung	63:65	TRUE	http://en.wikipedia.org/wiki/dummy
development-296	[CLS] In an interview conducted with Fight ##L ##ock ##down prior to his UFC debut , Ville ##fort stated , ` ` The greatest moment my career would have to be when I was in the IF ##L , when I fought Mike Mass ##en ##zio . At the time I had only recently opened up my first gym and wasn ' t training enough for that fight . Everyone was saying Mass ##en ##zio was ` ` gonna kill me ' ' , but I believed in God , in my Ju ##do , and in my Ji ##u - Ji ##tsu skills , accepted the fight and I did what I did . Mass ##en ##zio is very strong guy ! ' ' When asked about his post - fight celebration which en ##tails firing an invisible arrow at his opponents , Ville ##fort stated that ` ` it is just a way to do tribute for my Dad , he deserves more than that , but when I shoot the arrow I make him happy ! [SEP]	he	162:163	Ville ##fort	144:146	FALSE	Dad ,	160:162	TRUE	http://en.wikipedia.org/wiki/dummy
development-297	[CLS] A complete film ##ography of John Wayne from 1926 to 1976 , which also includes those films that Wayne only produced , and results pertaining to his long - running box office popularity between 1949 and 1973 , during the height of his career after a decade of starring in a succession of low - budget B - movies . John Wayne began working in films in 1926 as an extra , prop man , and stunt ##man , mainly for the Fox Film Corporation . He frequently worked in minor roles with director John Ford and when Raoul Walsh suggested him for the lead in The Big Trail ( 1930 ) , an epic Western shot in an early wide ##screen process called Fox Grande ##ur , Ford v ##ou ##ched for him . [SEP]	He	87:88	John Wayne	61:63	TRUE	John Ford	95:97	FALSE	http://en.wikipedia.org/wiki/dummy
development-298	[CLS] He later starred in other films such as Saw ##an Ko A ##ane Do ( 1979 ) , Sa ##an ##ch Ko A ##an ##ch Nah ##in ( 1979 ) , A ##ya ##ash ( 1982 ) and It ##ni Si Ba ##at ( 1981 ) . Rama ##nan ##d Saga ##r cast Go ##vil as V ##ik ##rama ##dit ##ya in his television series V ##ik ##ram Au ##r Beta ##al and Ram in his highly successful television series Rama ##yan , for which he won the Up ##tron Award for ` ` Best Actor in a Leading Role ' ' in 1988 . [SEP]	his	63:64	Rama ##nan ##d Saga ##r	48:53	TRUE	Go ##vil	54:56	FALSE	http://en.wikipedia.org/wiki/dummy
development-299	[CLS] Gran ##ell was one of those exile ##s from a very early age . France , the Dominican Republic , Puerto Rico , Guatemala and New York were his places of residence . In 1955 , Gran ##ell travelled with Zane ##tti Can ##dle to New York and built a strong friendship with Marcel Du ##champ . Between 1957 and 1985 he lived mainly on the Upper West Side of Manhattan , New York , and was Professor Emeritus of Spanish Literature at City University of New York ( C ##UN ##Y ) . [SEP]	he	62:63	Gran ##ell	37:39	TRUE	Marcel Du ##champ .	54:58	FALSE	http://en.wikipedia.org/wiki/dummy
development-300	[CLS] He winter ##ed in 1836 - 1837 at New Orleans , where he speculated again in cotton . He learned that his child ##less older brother John was dying of cancer . William Stewart would become the seventh baron ##et of Mu ##rth ##ly and have ample money . For the re ##nde ##z ##vous of 1837 , Stewart took along an American artist , Alfred Jacob Miller , whom he hired in New Orleans . [SEP]	he	71:72	Stewart	59:60	TRUE	Alfred Jacob Miller ,	66:70	FALSE	http://en.wikipedia.org/wiki/dummy
development-301	[CLS] Despite B ##race ##well and his team mates making it to the FA Cup final a year later , they had a very disappointing league season and finished 17th in the Second Division . Meanwhile , Sunderland ' s local rivals Newcastle United were being re ##ju ##ven ##ated by their new manager Kevin Ke ##egan , who offered B ##race ##well the chance of being part of their Division One promotion push ( 1992 - - 93 saw the Second Division renamed Division One due the creation of the FA Premier League from the old First Division ) and he accepted this offer . [SEP]	he	101:102	Kevin Ke ##egan ,	54:58	FALSE	B ##race ##well	60:63	TRUE	http://en.wikipedia.org/wiki/dummy
development-302	[CLS] Meanwhile Jake assaults the photographer who took the pictures of him with Olivia and steals the memory card with the pictures from his camera . Harrison and Abby are unable to find any loop ##holes in the morality clause in order to protect Sarah ' s career . However Abby decides to bluff with corporation , crashing the meeting where they plan to fire Sarah and informing the members of the board that she has dirt on every single one of them . [SEP]	she	74:75	Abby	50:51	TRUE	Sarah	65:66	FALSE	http://en.wikipedia.org/wiki/dummy
development-303	[CLS] Quinn picks up O ##s ##bourne ' s suits and finds an envelope filled with cash in the front pocket and then returns it so that he doesn ' t realize that anyone is following him . Outside of the oval office where Jake and Fi ##tz are meeting Cyrus and Mel ##lie fight for access to the president with Cyrus ultimately winning and Mel ##lie continuing to be shut out . Olivia urges Stan ##ner to come clean about her affair and release a statement to the media . [SEP]	her	81:82	Olivia	73:74	FALSE	Stan ##ner	75:77	TRUE	http://en.wikipedia.org/wiki/dummy
development-304	[CLS] Early in 1934 , Ad ##dam ##s had a heart attack and Smith nurse ##d her at her home , neglect ##ing her own illness . Smith su ##cc ##um ##bed to pneumonia , fell into a coma and then died on 22 February 1934 . Ad ##dam ##s was considered too ill to descend the stairs to attend Smith ' s memorial service , which she could hear from her second - floor room . [SEP]	she	67:68	Ad ##dam ##s	47:50	TRUE	Smith '	60:62	FALSE	http://en.wikipedia.org/wiki/dummy
development-305	[CLS] Mary Pop ##pin ##s also had a very similar attitude while actively encouraging positive imagination ( Susan tends to say things like ` ` Real children don ' t go hop ##pit ##y - skip unless they ' re on drugs ' ' ) , took children on magical adventures ( Susan does so to teach geography ) , introduced children to supernatural creatures ( Susan employs such beings as guest speakers , including her own grandfather ) , and had a magic umbrella ( which , while not used as a blunt object , was magical much like Death ' s s ##cy ##the ) . Neither character openly acknowledge ##s her magical powers . Both tend toward being actively insulted when reminded of their use . The link between Susan and Mary Pop ##pin ##s is explicitly all ##uded to in Ho ##g ##father , when Susan states that ` ` She ' d sworn that if she did indeed ever find herself dancing on rooftop ##s with chimney sweep ##s , she ' d beat herself to death with her own umbrella . ' ' [SEP]	She	154:155	Mary Pop ##pin ##s	134:138	FALSE	Susan	149:150	TRUE	http://en.wikipedia.org/wiki/dummy
development-306	[CLS] Good ##en claimed that an enraged Mitchell held him hostage during the alleged cat incident . Mitchell responded to Good ##en ' s accusations by accusing Good ##en of fabric ##ating the stories in an attempt to diver ##t attention away from Good ##en ' s personal problems . In the famous tenth inning of Game 6 of the 1986 World Series , after Wally Back ##man and Keith Hernandez had been retired for the first two outs , Mitchell went to the clubhouse to make plane reservations for home in San Diego . However , he was called to pinch hit for relieve ##r Rick A ##gu ##iler ##a after Gary Carter , the next hitter after Hernandez , single ##d . [SEP]	he	97:98	Keith Hernandez	69:71	FALSE	Mitchell	80:81	TRUE	http://en.wikipedia.org/wiki/dummy
development-307	[CLS] At the in Valencia , But ##ton finished 3rd and maintained 2nd place in the title race with another podium . But ##ton missed out on a podium at the , finishing fourth after problems with the balance off his car in qualifying had left him fourteenth . After three further - points scoring finishes , But ##ton retired at the after being hit by V ##ette ##l and pu ##nc ##tured the r ##adia ##tor of his car . [SEP]	his	78:79	But ##ton	57:59	TRUE	V ##ette ##l	66:69	FALSE	http://en.wikipedia.org/wiki/dummy
development-308	[CLS] The president of SA ##G - - future United States President Ronald Reagan - - also known to the FBI as Con ##fi ##dent ##ial In ##form ##ant ` ` T - 10 ' ' , testified before the committee but never publicly named names . Instead , according to an FBI me ##morandum in 1947 : ` ` T - 10 advised Special Agent ( name deleted ) that he has been made a member of a committee headed by Mayer , the purpose of which is allegedly is to ' pu ##rge ' the motion - picture industry of Communist party members , which committee was an out ##gro ##wth of the Thomas committee hearings in Washington and subsequent meetings . . . . [SEP]	he	71:72	Ronald Reagan	12:14	TRUE	Thomas	115:116	FALSE	http://en.wikipedia.org/wiki/dummy
development-309	[CLS] By traveling up the north side of the Potomac River , which was easier because of the mountainous terrain on the south side , the party missed the stream which gives the town its name . On the return trip , however , the explorers discovered the stream and subsequently placed it on the map as a ` ` new creek . ' ' Together with Professor Alexander I ##rvin , Mayo was also responsible for setting the boundary between Virginia and North Carolina . One of the rivers inter ##sect ##ing the line was named the Mayo River in his honor . [SEP]	his	101:102	Alexander I ##rvin ,	68:72	FALSE	Mayo	72:73	TRUE	http://en.wikipedia.org/wiki/dummy
development-310	[CLS] It was eventually announced that Anderson would take on Van Dam at Victory Road for a shot at the title . A feud that went into Victory Road was between A . J . Styles , Matt Hardy and R ##ic F ##lair . On the February 17 edition of TNA Impact ! , F ##lair betrayed Styles during his one on one contest with Hardy . [SEP]	his	60:61	F ##lair	55:57	FALSE	Styles	58:59	TRUE	http://en.wikipedia.org/wiki/dummy
development-311	[CLS] Was ##p ' s slip of the tongue , combined with Scarlet Witch ' s increasingly unstable and growing powers , cause Wanda to suffer a mental breakdown which leads to the events of Avengers Di ##sa ##sse ##mble ##d . Janet is knocked into a coma by a ramp ##aging She - Hulk during an attack on Avengers Mansion by the Scarlet Witch . Hank P ##ym watches over her in the hospital , and when she recover ##s , they reconcile . [SEP]	her	71:72	Janet	42:43	TRUE	Scarlet Witch .	63:66	FALSE	http://en.wikipedia.org/wiki/dummy
development-312	[CLS] Harriet Le ##pel Phi ##pps , VA ( 1841 - - 7 March 1922 ) was a confidential attendant of Queen Victoria . Harriet was the younger daughter of Sir Charles Beaumont Phi ##pps , a court ##ier and con ##fi ##dant of the Queen , as Keeper of the Privy P ##urs ##e . Harriet was appointed Maid of Honour in Ordinary to the Queen on 3 March 1862 ( giving her the courtesy rank of a baron ' s daughter ) , and later served as a Woman of the Bed ##cha ##mber from 1889 until Victoria ' s death . [SEP]	her	73:74	Harriet	56:57	TRUE	Queen	66:67	FALSE	http://en.wikipedia.org/wiki/dummy
development-313	[CLS] The CEO and chairman of the WWE , Vince McMahon , his daughter Stephanie , and son - in - law Triple H decided to control Raw as a team . However , they differed between the three decisions . On the July 8 episode of Raw , Triple H , Vince , and Stephanie would decide the fate of the Managing Super ##visor Vic ##kie Guerrero . While Vince wanted to promote her as the definitive General Manager of the show , Triple H voted for the resignation of Guerrero . [SEP]	her	74:75	Stephanie	55:56	FALSE	Vic ##kie Guerrero .	65:69	TRUE	http://en.wikipedia.org/wiki/dummy
development-314	[CLS] Roman Stein ##berg ( April 5 , 1900 - - April 16 , 1928 ) from Tallinn , Estonia , was a Greco - Roman wrestling bronze medal winner in middle ##weight class at the 1924 Summer Olympics in Paris , France . Stein ##berg was also three times Estonian wrestling champion 1921 - 1923 , coached by Robert Ok ##sa . He died during illness , age 28 . [SEP]	He	63:64	Stein ##berg	44:46	TRUE	Robert Ok ##sa .	59:63	FALSE	http://en.wikipedia.org/wiki/dummy
development-315	[CLS] Maria was born in Mode ##na to Francesco I d ' E ##ste , Duke of Mode ##na and his consort Maria Cat ##erina Far ##nese . A member of the House of E ##ste , she was a princess of Mode ##na by birth . [SEP]	she	37:38	Maria	1:2	TRUE	Maria Cat ##erina Far ##nese .	22:28	FALSE	http://en.wikipedia.org/wiki/dummy
